Date,Close/Last,Volume,Open,High,Low
11/27/2020,45.53,351413,45.9,46.09,44.55
11/25/2020,45.71,400583,44.82,46.26,44.73
11/24/2020,44.91,400940,42.84,45.01,44.65
11/23/2020,43.06,283487,42.46,42.97,42.81
11/20/2020,42.15,18052,41.7,42.32,41.51
11/19/2020,41.74,46456,41.61,41.98,41.76
11/18/2020,41.82,89395,41.35,41.73,41.57
11/17/2020,41.43,214643,41.44,41.69,40.57
11/16/2020,41.34,337027,40.17,42.09,40.15
11/13/2020,40.13,309998,40.94,40.94,40.06
11/12/2020,41.12,360853,41.47,42.19,40.87
11/11/2020,41.45,410601,41.79,43.06,41.32
11/10/2020,41.36,426057,39.91,41.84,41.29
11/09/2020,40.29,592543,37.34,40.45,39.77
11/06/2020,37.14,381564,38.54,38.61,37.06
11/05/2020,38.79,279316,39.17,38.56,38.4
11/04/2020,39.15,417326,38.15,39.16,38.93
11/03/2020,37.66,390487,37.03,38.23,37.8
11/02/2020,36.81,467629,35.24,37.15,33.64
10/30/2020,35.79,367503,36.07,36.6,35.21
10/29/2020,36.17,533963,37.39,37.76,34.92
10/28/2020,37.39,466151,38.97,37.57,36.97
10/27/2020,39.57,324103,38.59,39.83,38.51
10/26/2020,38.56,341684,39.69,39.74,38.28
10/23/2020,39.85,251057,40.61,40.92,39.57
10/22/2020,40.64,292201,40.04,41.02,39.71
10/21/2020,40.03,346021,41.22,41.59,39.78
10/20/2020,41.46,17399,40.65,41.7,40.25
10/19/2020,40.83,52565,40.69,41.22,40.54
10/16/2020,40.88,83245,40.88,41.05,40.08
10/15/2020,40.96,230737,41.13,41.03,40.92
10/14/2020,41.04,302316,40.19,41.16,39.82
10/13/2020,40.2,330962,39.53,40.28,40.14
10/12/2020,39.43,290338,40.4,40.45,39.04
10/09/2020,40.6,304787,41.31,41.47,40.38
10/08/2020,41.19,379278,39.99,41.33,39.76
10/07/2020,39.95,405108,39.83,40.35,39.28
10/06/2020,40.67,382606,39.35,40.86,39.1
10/05/2020,39.22,354266,37,39.72,37
10/02/2020,37.05,369869,38.6,37.08,36.86
10/01/2020,38.72,415352,39.9,40.47,37.61
09/30/2020,40.22,323219,39.16,40.09,39.81
09/29/2020,39.29,356884,40.58,40.7,38.41
09/28/2020,40.6,212719,40.07,40.8,39.78
09/25/2020,40.25,214146,40.15,40.64,39.71
09/24/2020,40.31,258227,39.6,40.37,39.12
09/23/2020,39.93,298174,39.76,40.72,39.49
09/22/2020,39.6,15651,39.63,40.02,39
09/21/2020,39.31,33734,40.98,41.27,38.66
09/18/2020,41.11,73755,40.97,41.18,40.57
09/17/2020,40.97,262034,40.19,41.22,39.42
09/16/2020,40.16,342971,38.35,40.34,38.35
09/15/2020,38.28,314656,37.28,38.57,37.06
09/14/2020,37.26,309669,37.32,37.68,36.82
09/11/2020,37.33,331966,37.01,37.82,36.67
09/10/2020,37.3,338923,37.8,38.18,36.93
09/09/2020,38.05,428422,36.79,38.45,36.16
09/08/2020,36.76,686873,39.48,39.59,36.13
09/04/2020,39.77,423209,41.25,40.9,39.35
09/03/2020,41.37,393678,41.63,41.79,40.22
09/02/2020,41.51,396996,43.02,43.21,41.23
09/01/2020,42.76,269697,42.83,43.43,42.72
08/31/2020,42.61,219480,42.91,43.57,42.56
08/28/2020,42.97,255609,42.98,43.42,42.69
08/27/2020,43.04,305095,43.45,43.5,42.36
08/26/2020,43.39,249771,43.39,43.78,43
08/25/2020,43.35,316506,42.36,43.57,42.31
08/24/2020,42.62,276796,42.48,42.89,42.23
08/21/2020,42.34,328732,42.75,42.96,41.46
08/20/2020,42.58,17963,42.74,42.79,41.5
08/19/2020,42.93,44996,42.6,43.03,42.36
08/18/2020,42.55,94785,42.79,42.99,42.11
08/17/2020,42.89,187797,42.24,42.97,41.8
08/14/2020,42.01,281945,42.33,42.57,41.62
08/13/2020,42.24,282898,42.57,42.84,42.09
08/12/2020,42.67,359950,41.62,42.9,41.53
08/11/2020,41.61,399369,41.98,42.94,41.48
08/10/2020,41.94,328469,41.5,42.33,41.17
08/07/2020,41.22,365478,41.97,42.22,41.06
08/06/2020,41.95,339186,42.19,42.65,41.61
08/05/2020,42.19,472591,41.56,43.52,41.47
08/04/2020,41.7,427371,40.78,42.08,40.14
08/03/2020,41.01,313783,40.39,41.24,39.58
07/31/2020,40.27,293852,40.34,40.55,39.66
07/30/2020,39.92,457153,41.32,41.39,38.72
07/29/2020,41.27,279638,41.13,41.57,40.93
07/28/2020,41.04,262616,41.65,41.93,40.85
07/27/2020,41.6,364710,41.26,41.82,40.48
07/24/2020,41.29,338941,41.06,41.67,40.66
07/23/2020,41.07,374334,41.95,42.36,40.83
07/22/2020,41.9,319723,41.54,42.03,41.14
07/21/2020,41.96,17724,40.65,42.4,40.64
07/20/2020,40.81,38909,40.64,40.91,39.83
07/17/2020,40.59,72124,40.69,40.9,40.02
07/16/2020,40.75,183794,40.97,41.18,40.52
07/15/2020,41.2,327910,40.55,41.26,40.08
07/14/2020,40.29,389537,40.17,40.55,40.1
07/13/2020,40.1,345391,40.35,40.72,39.47
07/10/2020,40.55,366208,39.58,40.77,38.54
07/09/2020,39.62,345020,40.87,40.99,39.27
07/08/2020,40.9,263558,40.48,41.08,40.3
07/07/2020,40.62,239403,40.68,40.95,39.9
07/06/2020,40.63,273028,40.31,41.08,40.15
07/02/2020,40.65,326235,39.78,40.74,39.46
07/01/2020,39.82,386998,39.77,39.96,39.57
06/30/2020,39.27,349492,39.72,40.08,38.98
06/29/2020,39.7,327055,37.96,39.89,37.5
06/26/2020,38.49,338747,39.09,39.35,37.79
06/25/2020,38.72,437229,38.05,39.23,37.08
06/24/2020,38.01,483384,39.99,40.54,37.31
06/23/2020,40.37,356573,40.68,41.63,39.76
06/22/2020,40.46,18811,39.18,40.7,39.12
06/19/2020,39.75,44183,38.85,40.49,38.4
06/18/2020,38.84,96816,37.74,38.97,37.11
06/17/2020,37.96,225264,37.93,38.75,37.21
06/16/2020,38.38,339007,37.05,39.06,36.38
06/15/2020,37.12,353541,36.03,37.26,34.36
06/12/2020,36.26,380344,36.26,36.99,34.48
06/11/2020,36.34,493629,39.09,39.09,35.41
06/10/2020,39.6,362966,38.5,39.91,37.73
06/09/2020,38.94,370929,38.22,39.1,37.07
06/08/2020,38.19,397386,39.41,40.44,37.96
06/05/2020,39.55,376424,37.33,39.68,37.05
06/04/2020,37.41,289254,36.76,37.62,36.38
06/03/2020,37.29,479243,36.86,38.18,35.88
06/02/2020,36.81,320931,35.56,37.06,35.28
06/01/2020,35.44,366173,35.21,35.9,34.27
05/29/2020,35.49,420891,33.68,35.77,32.36
05/28/2020,33.71,420609,32.1,34.21,31.14
05/27/2020,32.81,401527,34.14,34.32,31.75
05/26/2020,34.35,453480,33.79,34.81,32.48
05/22/2020,33.25,411001,33.95,34,30.72
05/21/2020,33.92,359977,33.53,34.66,33.26
05/20/2020,33.49,392364,31.89,33.78,31.56
05/19/2020,32.5,19099,32.83,33.44,31.34
05/18/2020,31.82,57021,29.53,33.32,29.53
05/15/2020,29.43,85231,27.64,29.92,27.24
05/14/2020,27.56,130795,25.56,27.96,25.18
05/13/2020,25.29,122446,25.3,26.45,24.79
05/12/2020,25.78,160903,24.49,26.23,24.22
05/11/2020,24.14,157369,24.49,25.58,23.67
05/08/2020,24.74,178222,23.35,24.99,23.26
05/07/2020,23.55,288733,24.09,26.74,22.94
05/06/2020,23.99,357184,25.52,26.08,22.58
05/05/2020,24.56,363452,21.24,25.49,21.13
05/04/2020,20.39,286630,19.11,21.42,18.05
05/01/2020,19.78,368386,19.04,20.48,18.07
04/30/2020,18.84,501420,19.23,19.44,18.11
04/29/2020,15.06,510049,13.35,16.78,12.67
04/28/2020,12.34,815946,12.96,13.69,10.07
04/27/2020,12.78,581712,16.84,16.98,11.88
04/24/2020,16.94,565121,16.78,17.97,15.64
04/23/2020,16.5,777155,14.2,18.26,13.35
04/22/2020,13.78,1141771,15.86,15.87,13.49
04/21/2020,9.06,12250,11.35,13.86,8.91
04/20/2020,-37.63,148427,-37.25,-35.2,-40.32
04/17/2020,18.27,213600,20,20.22,17.31
04/16/2020,19.75,319273,20.15,20.53,19.42
04/15/2020,19.87,504320,20.72,20.89,19.2
04/14/2020,20.11,668308,22.36,23.08,19.95
04/13/2020,22.41,676148,23.67,24.57,22.03
04/09/2020,22.76,999324,26.28,28.36,22.57
04/08/2020,25.09,690628,25.78,26.39,24.87
04/07/2020,23.63,686575,26.34,27.24,23.54
04/06/2020,26.08,713558,25.95,28.24,25.63
04/03/2020,28.34,947533,24.81,29.13,23.52
04/02/2020,25.32,1041769,25.87,27.13,23.34
04/01/2020,20.31,663543,20.1,21.55,19.9
03/31/2020,20.48,604605,20.23,21.89,20.01
03/30/2020,20.09,695356,20.93,20.86,19.27
03/27/2020,21.51,551742,23.29,23.44,20.88
03/26/2020,22.6,594194,24.25,24.65,22.38
03/25/2020,24.49,594780,24.37,25.24,22.91
03/24/2020,24.01,633894,23.87,25.16,23.09
03/23/2020,23.36,801593,22.19,24.07,20.8
03/20/2020,22.43,18012,24.73,27.89,19.46
03/19/2020,25.22,78126,22.3,27.71,21.36
03/18/2020,20.37,286707,26.94,27.22,20.06
03/17/2020,26.95,521494,28.69,30.3,26.63
03/16/2020,28.7,663525,28.23,30.42,28.22
03/13/2020,31.73,715399,30.77,33.87,30.33
03/12/2020,31.5,963502,33.07,33.63,30.02
03/11/2020,32.98,824665,34.62,36.35,32.56
03/10/2020,34.36,997569,30.37,35.02,30.2
03/09/2020,31.13,1693652,32.87,34.88,27.34
03/06/2020,41.28,1204734,46.09,46.38,41.05
03/05/2020,45.9,683404,47.45,47.54,45.65
03/04/2020,46.78,724225,46.94,48.41,46.65
03/03/2020,47.18,985670,47.72,48.66,46.47
03/02/2020,46.75,918575,43.7,47.56,43.32
02/28/2020,44.76,1059301,46.49,47.03,43.85
02/27/2020,47.09,980446,46.97,46.99,46.17
02/26/2020,48.73,863928,48.71,48.74,48.59
02/25/2020,49.9,746438,50.14,50.17,49.69
02/24/2020,51.43,739360,51.44,51.46,51.17
02/21/2020,53.38,690203,53.74,53.86,52.55
02/20/2020,53.78,18321,53.5,54.5,53.22
02/19/2020,53.29,78294,52.12,53.66,51.93
02/18/2020,52.12,200409,52.1,52.41,50.88
02/14/2020,52.05,571940,51.51,52.34,51.32
02/13/2020,51.42,694375,51.72,51.96,50.6
02/12/2020,51.17,734341,49.96,51.73,49.95
02/11/2020,49.94,671000,49.61,50.69,49.58
02/10/2020,49.57,663623,50.12,50.49,49.42
02/07/2020,50.32,705408,51.11,51.48,50.09
02/06/2020,50.95,715101,51.17,52.2,50.24
02/05/2020,50.75,849264,49.51,51.88,49.47
02/04/2020,49.61,825721,49.94,51.55,49.31
02/03/2020,50.11,839671,51.01,51.97,49.8
01/31/2020,51.56,790646,52.92,53.36,50.97
01/30/2020,52.14,686601,53.09,53.2,51.66
01/29/2020,53.33,603478,53.97,54.37,52.81
01/28/2020,53.48,609189,52.77,54.06,52.68
01/27/2020,53.14,685508,53.7,53.71,52.13
01/24/2020,54.19,558150,54.25,54.42,54.15
01/23/2020,55.59,670777,56.11,56.27,54.77
01/22/2020,56.74,598300,56.88,57.1,56.03
01/21/2020,58.34,36251,58.8,59.73,57.68
01/17/2020,58.54,90539,58.59,58.98,58.27
01/16/2020,58.52,170200,58.1,58.87,57.56
01/15/2020,57.81,412514,58.2,58.36,57.36
01/14/2020,58.23,471167,58.03,58.72,57.72
01/13/2020,58.08,549744,59.04,59.27,57.91
01/10/2020,59.04,553817,59.61,59.78,58.85
01/09/2020,59.56,712658,59.99,60.31,58.66
01/08/2020,59.61,1157077,59.91,60.46,59.84
01/07/2020,62.7,556048,62.91,63.15,62.11
01/06/2020,63.27,705242,63.71,64.72,62.64
01/03/2020,63.05,852975,61.18,64.09,61.13
01/02/2020,61.18,471119,61.6,61.6,60.64
12/31/2019,61.06,474053,61.68,61.88,60.63
12/30/2019,61.68,406253,61.71,62.34,61.09
12/27/2019,61.72,333129,61.73,61.97,61.24
12/26/2019,61.68,253345,61.2,61.83,61.06
12/24/2019,61.11,190859,60.63,61.16,60.47
12/23/2019,60.52,301631,60.41,60.77,60.1
12/20/2019,60.44,534878,61.11,61.2,60.02
12/19/2019,61.18,417022,60.81,61.4,60.69
12/18/2019,60.93,95329,60.55,61.18,60.32
12/17/2019,60.94,147235,60.23,61.06,60.03
12/16/2019,60.21,306591,59.87,60.34,59.71
12/13/2019,60.07,485594,59.36,60.48,59.27
12/12/2019,59.18,485241,59.46,59.5,59.2
12/11/2019,58.76,555721,58.8,58.87,58.79
12/10/2019,59.24,514628,58.92,59.52,58.52
12/09/2019,59.02,466515,59.11,59.25,58.23
12/06/2019,59.2,637852,58.32,59.85,57.7
12/05/2019,58.33,620670,58.36,59.12,58.1
12/04/2019,58.43,731078,56.43,58.66,56.28
12/03/2019,56.1,540776,55.96,56.8,55.35
12/02/2019,55.96,581647,55.47,56.67,55.42
11/29/2019,55.17,692806,58.2,58.3,55.02
11/27/2019,58.11,432902,58.27,58.68,57.51
11/26/2019,58.41,427362,57.92,58.56,57.76
11/25/2019,58.01,406785,57.92,58.15,57.21
11/22/2019,57.77,480281,58.31,58.74,57.5
11/21/2019,58.58,570480,57,58.67,56.6
11/20/2019,57.11,20010,55.16,57.25,54.76
11/19/2019,55.21,76021,56.9,57.11,55.04
11/18/2019,57.05,137000,57.88,58.09,56.55
11/15/2019,57.72,350171,57.75,57.94,57.59
11/14/2019,56.77,487284,57.39,57.79,56.63
11/13/2019,57.12,515248,57.19,57.52,57.17
11/12/2019,56.8,545060,56.89,57.55,56.54
11/11/2019,56.86,462661,57.4,57.4,56.25
11/08/2019,57.24,589272,57.08,57.48,55.76
11/07/2019,57.15,633837,56.84,57.1,56.83
11/06/2019,56.35,588671,56.34,56.58,56.29
11/05/2019,57.23,411763,56.56,57.5,56.3
11/04/2019,56.54,551001,56.41,57.43,55.83
11/01/2019,56.2,514826,54.15,56.33,54.07
10/31/2019,54.18,645900,54.9,55.59,53.71
10/30/2019,55.06,630266,55.53,55.73,54.42
10/29/2019,55.54,505147,55.8,55.91,54.61
10/28/2019,55.81,417828,56.65,56.92,55.58
10/25/2019,56.66,418474,56.71,56.74,56.57
10/24/2019,56.23,459548,55.9,56.51,55.41
10/23/2019,55.97,600372,54.3,56.07,53.62
10/22/2019,54.16,23001,53.39,54.62,53.1
10/21/2019,53.31,63794,53.71,54.03,52.71
10/18/2019,53.78,156871,54.09,54.62,53.35
10/17/2019,53.93,405330,52.99,54.16,52.62
10/16/2019,53.36,432727,52.92,53.74,52.51
10/15/2019,52.81,484794,53.51,53.79,52.39
10/14/2019,53.59,450419,54.9,54.9,52.77
10/11/2019,54.7,697084,53.88,54.93,53.64
10/10/2019,53.55,576127,52.69,53.97,51.38
10/09/2019,52.59,585947,52.58,52.75,52.51
10/08/2019,52.63,614888,52.81,53.27,51.81
10/07/2019,52.75,510780,52.76,53.07,52.71
10/04/2019,52.81,515324,52.29,53.35,52.04
10/03/2019,52.45,610390,52.47,52.91,50.99
10/02/2019,52.64,556072,54,54.42,52.17
10/01/2019,53.62,555107,54.28,54.84,53.05
09/30/2019,54.07,504623,56.54,56.57,53.98
09/27/2019,55.91,689324,56.51,56.76,54.75
09/26/2019,56.41,576648,56.69,56.84,55.41
09/25/2019,56.49,539689,56.7,57.02,55.55
09/24/2019,57.29,570224,58.44,58.49,56.69
09/23/2019,58.64,511511,59.25,59.39,57.37
09/20/2019,58.09,20652,58.65,59.1,57.79
09/19/2019,58.13,77410,58.2,59.54,58.01
09/18/2019,58.11,202008,58.14,58.27,58.05
09/17/2019,59.34,973374,61.25,61.29,58.46
09/16/2019,62.9,1372105,62.35,63.38,61.45
09/13/2019,54.85,563398,55.15,55.68,54.44
09/12/2019,55.09,808312,55.93,56.34,54
09/11/2019,55.75,820839,57.89,58.3,55.61
09/10/2019,57.4,718610,58.03,58.76,57.2
09/09/2019,57.85,607021,56.8,58.16,56.58
09/06/2019,56.52,686478,56.19,56.95,54.83
09/05/2019,56.3,689882,55.95,57.76,55.75
09/04/2019,56.26,651510,53.92,56.58,53.84
09/03/2019,53.94,940004,54.8,55.24,52.84
08/30/2019,55.16,679847,55.07,55.16,55
08/29/2019,56.71,609609,55.88,56.89,55.43
08/28/2019,55.78,652574,55.71,56.75,55.34
08/27/2019,54.93,582245,53.76,55.72,53.69
08/26/2019,53.64,665088,53.25,55.26,52.96
08/23/2019,54.17,790876,55.35,55.6,53.24
08/22/2019,55.35,607226,55.94,56.46,54.85
08/21/2019,55.68,688659,56.05,57.13,55.55
08/20/2019,56.34,29321,56.1,56.6,55.28
08/19/2019,56.21,75923,54.96,56.41,54.84
08/16/2019,54.87,149723,54.74,55.67,54.26
08/15/2019,54.47,504364,54.9,55.33,53.77
08/14/2019,55.23,699321,56.74,56.85,53.97
08/13/2019,57.1,740863,54.73,57.47,54.21
08/12/2019,54.93,574972,54.32,55.18,53.54
08/09/2019,54.5,684278,52.88,54.92,52.37
08/08/2019,52.54,681903,52.33,53.06,51.94
08/07/2019,51.09,1009229,53.42,53.77,50.52
08/06/2019,53.63,651703,54.95,55.42,53.29
08/05/2019,54.69,796567,55.38,55.61,54.22
08/02/2019,55.66,709609,54.54,56.05,54.15
08/01/2019,53.95,854993,57.85,57.99,53.59
07/31/2019,58.58,592538,58.34,58.82,57.81
07/30/2019,58.05,528430,57.07,58.47,56.96
07/29/2019,56.87,516033,56.2,57.1,55.81
07/26/2019,56.2,462109,55.93,56.57,55.68
07/25/2019,56.02,546743,55.9,56.99,55.81
07/24/2019,55.88,725189,57.23,57.64,55.33
07/23/2019,56.77,508094,56.17,57.47,55.74
07/22/2019,56.22,599949,56.2,57.04,55.83
07/19/2019,55.63,72057,55.72,56.36,54.99
07/18/2019,55.3,195257,56.6,57.32,54.72
07/17/2019,56.78,488728,57.52,58.36,56.21
07/16/2019,57.62,697080,59.26,60.06,57.07
07/15/2019,59.58,544793,60.25,60.92,59.2
07/12/2019,60.21,448113,60.46,60.74,59.93
07/11/2019,60.2,544988,60.44,60.94,60.14
07/10/2019,60.43,658286,58.4,60.53,58.35
07/09/2019,57.83,518258,57.56,59.1,57.29
07/08/2019,57.66,510184,57.77,58.46,57.3
07/05/2019,57.51,681543,56.75,57.82,56.29
07/03/2019,57.34,198678,57.38,57.57,56.47
07/02/2019,56.25,859447,59.14,59.43,56.09
07/01/2019,59.09,658177,59.27,60.28,58.34
06/28/2019,58.47,530558,59.22,59.8,57.75
06/27/2019,59.43,516845,59.27,59.73,58.61
06/26/2019,59.38,664001,58.84,59.93,58.65
06/25/2019,57.83,658266,57.74,58.84,57.2
06/24/2019,57.9,580364,57.72,58.22,56.75
06/21/2019,57.43,656043,57.26,57.98,56.66
06/20/2019,56.65,19128,54.12,57.02,54.11
06/19/2019,53.76,88202,54.09,54.42,53.28
06/18/2019,53.9,160423,51.95,54.31,51.5
06/17/2019,51.93,373628,52.5,52.74,51.58
06/14/2019,52.51,551561,52.18,52.98,51.7
06/13/2019,52.28,906394,51.07,53.45,50.92
06/12/2019,51.14,751946,53.04,53.05,50.72
06/11/2019,53.27,609096,53.43,54.04,52.91
06/10/2019,53.26,650338,54.24,54.84,53.05
06/07/2019,53.99,788177,53.1,54.32,52.62
06/06/2019,52.59,763047,51.66,53.3,51.17
06/05/2019,51.68,918268,52.86,53.41,50.6
06/04/2019,53.48,805973,52.89,53.78,52.43
06/03/2019,53.25,958962,53.42,54.63,52.11
05/31/2019,53.5,995499,56.46,56.61,53.05
05/30/2019,56.59,820325,59.12,59.7,56.33
05/29/2019,58.81,1097970,59.07,59.14,56.88
05/28/2019,59.14,1000943,59.23,59.57,58.13
05/24/2019,58.63,257054,58.94,59.27,58.13
05/23/2019,57.91,1080278,61.31,61.41,57.33
05/22/2019,61.42,746245,62.95,63,61.03
05/21/2019,62.99,20571,63.22,63.6,62.75
05/20/2019,63.1,85611,62.93,63.81,62.45
05/17/2019,62.76,193756,63.12,63.64,62.52
05/16/2019,62.87,525262,62.12,63.48,62.08
05/15/2019,62.02,698909,61.37,62.34,60.85
05/14/2019,61.78,729875,60.86,62.11,60.69
05/13/2019,61.04,966475,61.65,63.33,60.64
05/10/2019,61.66,756944,61.64,62.49,61.42
05/09/2019,61.7,740872,62.02,62.21,60.92
05/08/2019,62.12,758927,61.44,62.37,61.07
05/07/2019,61.4,809835,62.17,62.49,60.66
05/06/2019,62.25,753071,61.43,62.95,60.04
05/03/2019,61.94,628920,61.55,62.52,61.3
05/02/2019,61.81,888385,63.61,63.68,60.95
05/01/2019,63.6,660097,63.4,63.93,62.77
04/30/2019,63.91,729321,63.58,64.75,63.3
04/29/2019,63.5,632742,62.95,63.69,62.46
04/26/2019,63.3,975317,65.13,65.18,62.28
04/25/2019,65.21,589388,65.81,66.28,64.9
04/24/2019,65.89,663654,66.17,66.43,65.66
04/23/2019,66.3,683418,65.75,66.6,65.58
04/22/2019,65.7,22417,64,65.92,64
04/18/2019,64,114864,63.75,64.16,63.46
04/17/2019,63.76,219257,64.32,64.61,63.66
04/16/2019,64.05,531450,63.57,64.37,62.99
04/15/2019,63.4,537492,63.76,63.84,63.03
04/12/2019,63.89,611650,63.71,64.65,63.66
04/11/2019,63.58,726314,64.48,64.49,63.31
04/10/2019,64.61,682909,64.22,64.7,64.05
04/09/2019,63.98,753429,64.4,64.79,63.68
04/08/2019,64.4,858832,63.33,64.48,63.13
04/05/2019,63.08,657438,62.18,63.34,61.82
04/04/2019,62.1,669007,62.5,62.77,61.89
04/03/2019,62.46,778810,62.64,62.99,62.05
04/02/2019,62.58,773128,61.81,62.75,61.6
04/01/2019,61.59,650838,60.24,61.8,60.13
03/29/2019,60.14,675926,59.53,60.73,59.41
03/28/2019,59.3,696292,59.4,59.56,58.2
03/27/2019,59.41,715284,60.03,60.22,58.81
03/26/2019,59.94,665326,59.12,60.38,59.04
03/25/2019,58.82,688637,58.98,59.35,58.17
03/22/2019,59.04,718182,59.87,60.07,58.28
03/21/2019,59.98,635543,59.99,60.39,59.66
03/20/2019,60.23,773212,59.29,60.28,58.56
03/19/2019,59.03,82220,59.01,59.57,58.62
03/18/2019,59.09,145125,58.45,59.23,58.05
03/15/2019,58.52,490637,58.51,58.95,57.74
03/14/2019,58.61,545052,58.35,58.74,58
03/13/2019,58.26,575441,57.09,58.48,57.01
03/12/2019,56.87,631109,56.76,57.55,56.74
03/11/2019,56.79,564424,56.07,57.01,55.96
03/08/2019,56.07,713327,56.43,56.51,54.52
03/07/2019,56.66,594177,56.2,56.99,56.08
03/06/2019,56.22,618141,56.28,56.4,55.42
03/05/2019,56.56,525368,56.45,57.19,56.09
03/04/2019,56.59,531124,55.83,57,55.81
03/01/2019,55.8,663429,57.22,57.88,55.57
02/28/2019,57.22,485958,57,57.43,56.43
02/27/2019,56.94,558995,55.95,57.39,55.72
02/26/2019,55.5,528757,55.46,56.08,55.02
02/25/2019,55.48,703837,57.17,57.53,55.08
02/22/2019,57.26,494569,56.84,57.81,56.71
02/21/2019,56.96,532562,57.24,57.61,56.64
02/20/2019,56.92,23631,55.94,57.55,55.48
02/19/2019,56.09,119931,56.06,56.33,55.29
02/15/2019,55.59,47155,55.78,56.33,55.72
02/14/2019,54.41,599822,53.96,54.68,53.08
02/13/2019,53.9,672534,53.35,54.6,53.27
02/12/2019,53.1,666903,52.47,54.05,52.29
02/11/2019,52.41,706196,52.66,52.78,51.23
02/08/2019,52.72,581235,52.59,52.99,52.08
02/07/2019,52.64,702996,53.94,54.21,51.8
02/06/2019,54.01,582563,53.73,54.3,52.86
02/05/2019,53.66,595322,54.86,55.21,53.47
02/04/2019,54.56,605312,55.32,55.75,53.29
02/01/2019,55.26,659331,54.01,55.66,53.37
01/31/2019,53.79,701425,54.28,55.37,53.62
01/30/2019,54.23,706492,53.24,54.93,53.09
01/29/2019,53.31,645552,52.12,53.93,51.84
01/28/2019,51.99,628977,53.56,53.64,51.33
01/25/2019,53.69,572353,53.17,53.94,52.91
01/24/2019,53.13,696818,52.45,53.47,52.07
01/23/2019,52.62,685045,52.95,53.64,51.86
01/22/2019,52.57,39659,53.73,54.24,51.8
01/18/2019,53.8,18766,53.73,54.24,53.33
01/17/2019,52.07,275863,52.3,52.58,50.98
01/16/2019,52.31,673870,52,52.52,51.26
01/15/2019,52.11,643556,50.78,52.3,50.64
01/14/2019,50.51,759245,51.73,52.11,50.38
01/11/2019,51.59,775871,52.28,53.31,51.18
01/10/2019,52.59,786678,52.18,52.78,51.37
01/09/2019,52.36,848871,49.8,52.58,49.71
01/08/2019,49.78,726571,48.73,49.95,48.31
01/07/2019,48.52,801346,48.3,49.79,48.11
01/04/2019,47.96,796007,46.9,49.22,46.65
01/03/2019,47.09,770128,46.26,47.49,45.35
01/02/2019,46.54,830833,45.8,47.78,44.35
12/31/2018,45.41,460064,45.22,46.53,44.73
12/28/2018,45.33,545343,45.44,46.22,44.42
12/27/2018,44.61,644307,46.58,46.7,44.37
12/26/2018,46.22,675244,42.85,47,42.52
12/24/2018,42.53,399753,45.45,46.24,42.36
12/21/2018,45.59,671666,46.25,46.77,45.13
12/20/2018,45.88,768371,47.39,47.51,45.67
12/19/2018,47.2,24967,45.93,48,45.93
12/18/2018,46.24,80916,49.16,49.59,45.79
12/17/2018,49.88,190278,51.25,51.87,49.01
12/14/2018,51.2,507143,52.83,52.95,50.84
12/13/2018,52.58,695086,51.2,53.27,50.35
12/12/2018,51.15,689410,51.95,52.88,50.94
12/11/2018,51.65,628303,50.89,52.43,50.7
12/10/2018,51,691416,52.03,52.81,50.53
12/07/2018,52.61,942216,51.76,54.22,50.6
12/06/2018,51.49,954346,52.93,53.3,50.08
12/05/2018,52.89,609171,52.59,54.44,52.16
12/04/2018,53.25,718189,53.13,54.55,52.43
12/03/2018,52.95,735689,52.45,53.85,52.03
11/30/2018,50.93,774181,51.27,51.79,49.65
11/29/2018,51.45,792208,50.31,52.2,49.41
11/28/2018,50.29,810458,52.09,52.56,50.06
11/27/2018,51.56,744480,51.54,52.38,50.3
11/26/2018,51.63,635223,50.62,52.25,50.1
11/23/2018,50.42,990480,53.87,54.82,50.15
11/21/2018,54.63,268080,54.66,54.82,53.52
11/20/2018,53.43,962490,57.39,57.44,52.77
11/19/2018,56.76,24168,56.72,57.33,55.08
11/16/2018,56.46,106913,56.58,57.96,55.89
11/15/2018,56.46,229899,56.02,57.26,55.59
11/14/2018,56.25,802420,55.27,57.37,55.13
11/13/2018,55.69,1055720,58.88,59.35,54.75
11/12/2018,59.93,760276,60.7,61.28,58.68
11/09/2018,60.19,790525,60.75,60.79,59.26
11/08/2018,60.67,720850,61.64,62.42,60.4
11/07/2018,61.67,831806,61.74,63.18,61.2
11/06/2018,62.21,735088,62.7,63.32,61.31
11/05/2018,63.1,583392,62.99,64.14,62.52
11/02/2018,63.14,682928,63.5,63.95,62.63
11/01/2018,63.69,770628,64.88,65.39,63.11
10/31/2018,65.31,647230,66.32,67,64.81
10/30/2018,66.18,657444,66.68,67.26,65.33
10/29/2018,67.04,463531,67.55,67.95,66.29
10/26/2018,67.59,581894,66.95,67.88,66.2
10/25/2018,67.33,553482,66.36,67.65,65.99
10/24/2018,66.82,751582,66.17,67.72,66.05
10/23/2018,66.43,827457,69.55,69.66,65.74
10/22/2018,69.17,16209,69.41,69.65,68.27
10/19/2018,69.12,70005,68.68,69.77,68.56
10/18/2018,68.65,199036,70.03,70.03,68.47
10/17/2018,69.75,630978,72.17,72.43,69.43
10/16/2018,71.92,513070,71.72,72.29,71.02
10/15/2018,71.78,550494,71.85,72.7,70.85
10/12/2018,71.34,613269,70.99,72.01,70.64
10/11/2018,70.97,747249,72.68,72.76,70.51
